,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,second_sale,months_since_2010,bdrms_squared,sale_year,years_since_reno,recent_reno,zips_by_price,distance_from_space_needle,zips_by_price_ext,zips_by_price_ext_tidy,zips_by_price_ext_tidy_power,zips_by_liv_qual,mod_zips_by_liv_qual
24,8080400136,1.40322E+18,654000,3,3.25,1530,1565,2,0,0,3,8,1280,250,2005,0,98122,47.6179,-122.312,1530,1381,0,53.58521561,9,2014,9,0,50,244.6613,19,19,0.394379073,7,0.900324523
25,8651540040,1.40564E+18,549000,3,2.25,1920,10961,2,0,0,3,8,1920,0,1981,0,98074,47.6432,-122.057,2000,10706,0,54.50513347,9,2014,33,0,57,244.4063011,10,10,0.483058802,13,0.822834658
26,9407001790,1.40901E+18,290000,3,1,1010,10800,1,0,0,4,7,1010,0,1972,0,98045,47.4483,-121.773,1370,9500,0,55.78644764,9,2014,42,0,29,244.1223607,98045,51,0.288674103,55,0.438234992
27,1773101530,1.41886E+18,275000,1,1,520,4800,1,0,0,3,5,520,0,1930,0,98106,47.5533,-122.363,800,4960,0,59.53182752,1,2014,84,0,16,244.7123092,98106,51,0.288674103,45,0.509156421
28,9432900250,1.42586E+18,329990,4,2.75,2420,8438,2,0,0,3,8,2420,0,1997,0,98022,47.2089,-122.011,2270,8770,0,62.19301848,16,2015,18,0,13,244.3606466,98022,51,0.288674103,98022,0
29,1794500695,1.42543E+18,750000,2,1.5,1110,3600,1,0,0,5,7,1110,0,1904,0,98119,47.6382,-122.359,1670,5400,0,62.02874743,4,2015,111,0,64,244.7083006,11,11,0.468726936,19,0.752014254
30,2220069003,1.42465E+18,425000,3,2.75,1360,542322,1,0,2,4,7,1140,220,1955,0,98022,47.2069,-122.024,1700,60548,0,61.73305955,9,2015,60,0,13,244.37365,98022,51,0.288674103,98022,0
31,923000120,1.42845E+18,515000,3,1.5,2200,7620,1,0,0,4,7,1130,1070,1942,0,98177,47.7263,-122.363,2170,7672,0,63.17864476,9,2015,73,0,54,244.7123229,26,26,0.357164612,32,0.618783392
32,5728000060,1.40685E+18,605000,3,1.75,1850,8823,1,0,0,4,8,1370,480,1973,0,98008,47.6379,-122.112,1880,7580,0,54.9650924,9,2014,41,0,52,244.4613006,21,21,0.382101465,22,0.718923733
33,16000200,1.41411E+18,250000,3,2.25,1640,4420,2,0,0,4,7,1640,0,1918,1983,98002,47.311,-122.21,1230,6632,0,57.724846,9,2014,31,0,1,244.5594958,98002,51,0.288674103,68,0.36059494
34,1926059094,1.4078E+18,330000,3,1.75,1340,10276,1,0,0,4,7,1340,0,1961,0,98034,47.7207,-122.222,2950,7987,0,55.32648871,9,2014,53,0,37,244.5713205,47,47,0.296221841,27,0.666976811
35,6672900220,1.42102E+18,984000,4,2.25,2390,12292,1,0,0,5,9,2390,0,1962,0,98040,47.5528,-122.221,2870,12337,0,60.35318275,16,2015,53,0,68,244.5703094,3,3,0.7066912,14,0.810584246
36,3629860060,1.42612E+18,827500,5,4.25,3920,5823,2,0,0,3,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297,0,62.29158111,25,2015,15,0,49,244.3573104,29,29,0.34505016,8,0.886920437
37,1822069109,1.41031E+18,485000,3,2.5,2540,51836,1,0,0,4,8,1820,720,1976,0,98042,47.389,-122.088,1650,51836,0,56.27926078,9,2014,38,0,14,244.4374096,98042,51,0.288674103,62,0.39455371
38,6675500105,1.40659E+18,306000,3,2,1160,7217,1,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104,0,54.86652977,9,2014,45,0,37,244.5763236,47,47,0.296221841,27,0.666976811
39,249000180,1.41739E+18,1890000,4,4.25,4285,9345,2,0,0,3,10,4285,0,2013,0,98004,47.6332,-122.199,1570,8994,0,58.97330595,16,2014,1,0,69,244.5483003,2,2,0.803293997,1,0.98511194
40,226059065,1.4097E+18,514000,3,2.25,2260,54014,1,0,0,3,7,1450,810,1962,0,98072,47.7657,-122.131,2140,44431,0,56.04928131,9,2014,52,0,40,244.4803431,27,27,0.352930386,37,0.574072261
41,396100110,1.4002E+18,282613,2,1,830,6017,1,0,0,4,6,830,0,1954,0,98133,47.7466,-122.334,1340,6040,0,52.43531828,4,2014,60,0,22,244.6833325,98133,51,0.288674103,42,0.532591801
42,9264450460,1.40175E+18,309000,5,2.75,2481,4045,2,0,0,3,8,2481,0,2014,0,98001,47.2602,-122.284,2363,4175,0,53.02669405,25,2014,0,0,5,244.6335653,98001,51,0.288674103,66,0.371576691
43,7853361210,1.42422E+18,400000,3,2,1650,5027,1.5,0,0,3,7,1650,0,2009,0,98065,47.515,-121.874,2430,6000,0,61.5687885,9,2015,6,0,38,244.2233228,30,30,0.341373405,36,0.582748252
44,9474700020,1.39908E+18,310000,3,1,1010,9945,1,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,0,52.00821355,9,2014,41,0,38,244.1123159,30,30,0.341373405,36,0.582748252
45,421000455,1.43052E+18,253200,3,1,1360,5840,1,0,0,4,5,1360,0,1953,0,98056,47.4945,-122.166,1250,6708,0,63.96714579,9,2015,62,0,25,244.5153325,98056,51,0.288674103,46,0.501576069
46,3755200220,1.40564E+18,334009,4,2,1650,9305,1,0,0,4,6,1650,0,1960,0,98034,47.7183,-122.213,1860,7486,0,54.50513347,16,2014,54,0,37,244.5623196,47,47,0.296221841,27,0.666976811
47,7960100075,1.42724E+18,500000,3,2,1540,3600,1,0,0,3,7,890,650,1994,0,98122,47.6103,-122.296,1540,3600,0,62.71868583,9,2015,21,0,50,244.6453002,19,19,0.394379073,7,0.900324523
48,9477100490,1.42983E+18,441500,3,1.75,1510,7700,1,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416,0,63.70431211,9,2015,47,0,37,244.5433238,47,47,0.296221841,27,0.666976811
49,9138100350,1.42422E+18,685000,4,2,2290,6000,1.5,0,3,5,7,2290,0,1900,0,98115,47.6807,-122.318,2000,3150,0,61.5687885,16,2015,115,0,47,244.6673074,18,18,0.401175025,16,0.786627861
50,1624049275,1.4078E+18,327000,4,2.5,1630,5361,2,0,0,3,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046,0,55.32648871,16,2014,15,0,51,244.6433051,33,33,0.331245201,25,0.687289279
51,2770606890,1.40737E+18,450000,4,1.75,1520,5250,1,0,0,3,6,1520,0,1949,0,98199,47.6581,-122.39,1530,5250,0,55.16221766,16,2014,65,0,58,244.7393029,12,12,0.456014578,28,0.65704682
52,1157200189,1.40003E+18,356000,3,3.5,2100,12384,2,0,0,3,9,2100,0,1980,0,98188,47.4687,-122.263,2400,7776,0,52.36960986,9,2014,34,0,6,244.6123471,98188,51,0.288674103,63,0.388679571
53,2770601800,1.41411E+18,525000,3,1.75,1560,6000,1,0,0,3,6,780,780,1944,0,98199,47.6501,-122.384,1560,1734,0,57.724846,9,2014,70,0,58,244.7333018,12,12,0.456014578,28,0.65704682
54,9301300805,1.4186E+18,675000,3,2.5,1300,1590,2,0,0,3,8,1100,200,2014,0,98109,47.6384,-122.343,1070,1223,0,59.43326489,9,2014,0,0,65,244.6923007,23,23,0.371273544,5,0.927743486
55,2325069032,1.40676E+18,875000,5,4.25,4720,18741,2,0,0,3,11,3210,1510,2005,0,98053,47.6347,-122.013,3880,37328,0,54.93223819,25,2014,9,0,56,244.3623004,16,16,0.416387885,24,0.697676326
56,1021079099,1.41523E+18,345000,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,0,58.15195072,9,2014,27,0,26,244.2454777,98010,51,0.288674103,51,0.465333931
57,7215730040,1.40011E+18,695000,4,3,3150,9130,2,0,0,3,9,3150,0,2001,0,98075,47.5974,-122.017,2970,6228,0,52.40246407,16,2014,13,0,59,244.3663011,5,5,0.601347457,21,0.729788874
58,1853200080,1.40314E+18,350000,2,1,1620,9205,1,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,0,53.5523614,4,2014,93,0,37,244.5793171,47,47,0.296221841,27,0.666976811
59,3224600340,1.41316E+18,695000,4,2.5,2790,6540,2,0,0,3,9,2790,0,1999,0,98074,47.6087,-122.016,2790,6270,0,57.36344969,16,2014,15,0,57,244.3653003,10,10,0.483058802,13,0.822834658
60,3222049120,1.42197E+18,400000,4,3,2320,13068,2,0,2,3,8,2320,0,1998,0,98198,47.3497,-122.317,2220,25265,0,60.71457906,16,2015,17,0,11,244.6664499,98198,51,0.288674103,70,0.349937749
61,2113700025,1.42854E+18,330000,2,1,1129,3840,1,0,0,3,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880,0,63.21149897,4,2015,62,0,16,244.7003163,98106,51,0.288674103,45,0.509156421
62,7893207925,1.41394E+18,265000,3,1.5,1290,7100,1,0,0,3,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183,0,57.65913758,9,2014,60,0,11,244.68138,98198,51,0.288674103,70,0.349937749
63,3586501085,1.40746E+18,630000,4,2.5,2290,26720,2,0,0,3,8,2290,0,1977,0,98177,47.7502,-122.374,2290,26720,0,55.19507187,16,2014,37,0,54,244.7233344,26,26,0.357164612,32,0.618783392
64,8024200010,1.41445E+18,312000,2,1,1460,6000,1,0,0,2,7,1260,200,1925,0,98115,47.7009,-122.317,1580,6380,0,57.85626283,4,2014,89,0,47,244.6663132,18,18,0.401175025,16,0.786627861
65,7116500705,1.42249E+18,156000,2,1,920,5889,1,0,0,4,6,920,0,1950,0,98002,47.3012,-122.218,1210,6180,0,60.91170431,4,2015,65,0,1,244.5675084,98002,51,0.288674103,68,0.36059494
66,1598600209,1.41376E+18,300000,6,2.5,3080,8163,1,0,0,3,7,1580,1500,1985,0,98030,47.3859,-122.221,1850,8658,0,57.59342916,36,2014,29,0,9,244.5704125,98030,51,0.288674103,70,0.349937749
67,7204200025,1.41445E+18,1225000,4,2.5,3120,49456,2,1,4,4,9,2590,530,1974,1989,98198,47.3535,-122.323,2030,32181,0,57.85626283,16,2014,25,0,11,244.6724457,98198,51,0.288674103,70,0.349937749
68,4206901505,1.42733E+18,465000,2,1,1120,4000,1,0,0,3,7,1120,0,1926,0,98105,47.6567,-122.327,1620,4000,0,62.75154004,4,2015,89,0,63,244.6763027,9,9,0.499412453,20,0.740818221
69,2937300440,1.41013E+18,923990,4,2.5,3600,6055,2,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050,0,56.21355236,16,2014,0,0,53,244.4753147,20,20,0.388038236,3,0.955997482
70,7205000180,1.42923E+18,320000,4,2.25,2000,10374,2,0,1,4,7,2000,0,1967,0,98023,47.3342,-122.34,2170,10374,0,63.47433265,16,2015,48,0,7,244.6894675,98023,51,0.288674103,67,0.366044635
71,8718500665,1.40616E+18,375000,3,1,1610,11250,1,0,0,3,7,1090,520,1975,0,98028,47.7391,-122.256,2040,10692,0,54.70225873,9,2014,39,0,31,244.6053288,36,36,0.322261489,34,0.600495579
72,5318101765,1.40167E+18,985000,3,1.75,1670,5400,2,0,0,5,8,1670,0,1912,0,98112,47.635,-122.284,2100,5400,0,52.99383984,9,2014,102,0,67,244.6333004,4,4,0.645281245,17,0.774916498
73,4122700020,1.40495E+18,850000,5,2,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,47.6395,-122.203,2810,13906,0,54.24229979,25,2014,48,0,69,244.5523007,2,2,0.803293997,1,0.98511194
74,8078700020,1.40175E+18,474900,3,2.25,1800,43647,1,0,0,4,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608,0,53.02669405,9,2014,38,0,40,244.4813493,27,27,0.352930386,37,0.574072261
75,3303980680,1.42508E+18,997000,4,3.5,3430,13609,2,0,0,3,11,3430,0,2001,0,98059,47.5196,-122.151,3880,11614,0,61.8973306,16,2015,14,0,35,244.5003208,46,46,0.298241809,43,0.524662542
76,8924100372,1.42975E+18,1302000,4,3.5,3590,5334,2,0,2,3,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250,0,63.67145791,16,2015,9,0,47,244.6163064,18,18,0.401175025,16,0.786627861
77,2781270210,1.42474E+18,209900,2,2,1180,3003,2,0,0,3,6,1180,0,2005,0,98038,47.3491,-122.02,1310,3003,0,61.76591376,4,2015,10,0,21,244.3694507,98038,51,0.288674103,50,0.472366553
78,519000043,1.4053E+18,602000,3,2.5,1640,3804,2,0,0,3,8,1640,0,1998,0,98122,47.6103,-122.3,1440,3230,0,54.37371663,9,2014,16,0,50,244.6493002,19,19,0.394379073,7,0.900324523
79,3225069301,1.40253E+18,1228000,4,2.5,5730,44947,2,0,4,3,11,4280,1450,1991,0,98074,47.6052,-122.064,3310,17628,0,53.32238193,16,2014,23,0,57,244.4133005,10,10,0.483058802,13,0.822834658
80,151000075,1.42318E+18,856000,3,2.5,2160,3920,2,0,0,3,9,2160,0,2014,0,98116,47.5762,-122.415,1500,4920,0,61.17453799,9,2015,1,0,48,244.764304,24,24,0.366313773,23,0.708220353
81,2297400020,1.40962E+18,392000,3,2.25,1790,7125,1,0,0,3,7,1220,570,1974,0,98034,47.7184,-122.226,2040,7950,0,56.0164271,9,2014,40,0,37,244.5753196,47,47,0.296221841,27,0.666976811
82,6617500085,1.42966E+18,500000,4,2.5,2900,5760,1,0,0,4,8,1660,1240,1959,0,98118,47.55,-122.272,2250,6098,0,63.6386037,16,2015,56,0,23,244.6213102,98118,51,0.288674103,44,0.516851334
83,104510180,1.42361E+18,230000,3,2.25,1500,7210,1,0,0,3,7,1150,350,1984,0,98023,47.3124,-122.352,1500,7210,0,61.33880903,9,2015,31,0,7,244.701494,98023,51,0.288674103,67,0.366044635
84,3528900060,1.40374E+18,1145000,3,2.5,2490,4000,2,0,0,5,8,1670,820,1918,0,98109,47.6403,-122.35,2310,4000,0,53.78234086,9,2014,96,0,65,244.6993008,23,23,0.371273544,5,0.927743486
85,3345100286,1.4243E+18,560000,4,2.5,3270,24750,1,0,0,4,8,1690,1580,1979,0,98056,47.5221,-122.178,1520,13480,0,61.60164271,16,2015,36,0,25,244.5273198,98056,51,0.288674103,46,0.501576069
86,1226039130,1.41281E+18,355000,3,2.25,1980,7200,1,0,0,3,8,1300,680,1964,0,98177,47.7625,-122.36,1820,8250,0,57.23203285,9,2014,50,0,54,244.7093412,26,26,0.357164612,32,0.618783392
87,8712100720,1.40806E+18,785000,3,2,2090,5015,1.5,0,0,5,7,2090,0,1920,0,98112,47.6378,-122.301,1930,4250,0,55.42505133,9,2014,94,0,67,244.6503006,4,4,0.645281245,17,0.774916498
88,3037200010,1.42551E+18,447500,2,2.25,1180,2090,2,0,0,3,7,1180,0,2004,0,98122,47.6032,-122.31,1550,2812,0,62.06160164,4,2015,11,0,50,244.6593006,19,19,0.394379073,7,0.900324523
89,3626039268,1.4002E+18,540000,1,1,1140,6700,1.5,0,0,3,7,1140,0,1920,0,98103,47.6958,-122.357,1350,6700,0,52.43531828,1,2014,94,0,43,244.7063116,22,22,0.376525534,10,0.860707976
90,104510230,1.41636E+18,252000,3,2,1540,7210,2,0,0,4,7,1540,0,1984,0,98023,47.3128,-122.351,1500,7210,0,58.57905544,9,2014,30,0,7,244.7004935,98023,51,0.288674103,67,0.366044635
91,5112800060,1.40201E+18,455000,4,1.75,2050,94525,1,0,0,4,7,1250,800,1959,0,98058,47.4492,-122.084,2270,47480,0,53.12525667,16,2014,55,0,18,244.43336,98058,51,0.288674103,48,0.486752256
92,6072400280,1.40314E+18,619850,4,2.5,2270,9247,1,0,0,5,8,1500,770,1972,0,98006,47.5602,-122.176,2270,9163,0,53.5523614,16,2014,42,0,62,244.5253074,6,6,0.567680799,11,0.847893704
93,5317100570,1.4186E+18,1250000,3,2.5,2070,4944,2,0,0,3,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179,0,59.43326489,9,2014,84,0,67,244.6333001,4,4,0.645281245,17,0.774916498
94,9528102993,1.41981E+18,495000,3,1.5,1580,1228,3,0,0,3,8,1580,0,2014,0,98115,47.6765,-122.32,1580,3605,0,59.89322382,9,2014,0,0,47,244.6693064,18,18,0.401175025,16,0.786627861
95,2919201095,1.42741E+18,540000,3,1,1270,3840,1.5,0,0,3,7,1270,0,1926,0,98103,47.6896,-122.357,1270,4175,0,62.78439425,9,2015,89,0,43,244.7063098,22,22,0.376525534,10,0.860707976
96,6181400920,1.43035E+18,286651,3,2.5,1830,4997,2,0,0,3,7,1830,0,2004,0,98001,47.3035,-122.283,2488,4998,0,63.90143737,9,2015,11,0,5,244.6325054,98001,51,0.288674103,66,0.371576691
97,185000161,1.41333E+18,261000,3,1,1780,7800,1,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800,0,57.42915811,9,2014,57,0,15,244.6123331,98178,51,0.288674103,61,0.400516626
98,8691400010,1.42741E+18,830000,4,3.25,3330,7809,2,0,0,3,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465,0,62.78439425,16,2015,11,0,59,244.3253011,5,5,0.601347457,21,0.729788874
99,3345700165,1.41748E+18,450000,3,2.25,2530,27227,2,0,0,3,8,2530,0,1987,0,98056,47.527,-122.193,2160,30192,0,59.00616016,9,2014,27,0,25,244.5423179,98056,51,0.288674103,46,0.501576069
100,6151800486,1.40564E+18,260000,2,1,1270,19602,1,0,0,3,6,1270,0,1977,0,98010,47.3375,-122.048,1270,17699,0,54.50513347,4,2014,37,0,26,244.3974638,98010,51,0.288674103,51,0.465333931
101,4340000080,1.42741E+18,1450000,4,3.5,2820,7809,2,0,0,3,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904,0,62.78439425,16,2015,20,0,69,244.5443,2,2,0.803293997,1,0.98511194
102,4136960010,1.42741E+18,480000,5,3.5,3480,12821,2,0,2,3,10,2890,590,2004,0,98092,47.2641,-122.215,3400,9870,0,62.78439425,25,2015,11,0,17,244.5645597,98092,51,0.288674103,57,0.425283191
103,3634100030,1.42076E+18,270000,4,2,1830,5220,1.5,0,0,3,7,1830,0,1951,0,98118,47.5331,-122.278,1760,5757,0,60.25462012,16,2015,64,0,23,244.6273156,98118,51,0.288674103,44,0.516851334
104,1624059224,1.40305E+18,1160000,4,3.5,4680,9700,2,0,0,3,10,3360,1320,2005,0,98006,47.5703,-122.165,2800,12343,0,53.51950719,16,2014,9,0,62,244.5143052,6,6,0.567680799,11,0.847893704
105,2788400090,1.40737E+18,250000,3,1,1700,7700,1,0,0,3,7,1120,580,1960,0,98168,47.5114,-122.318,1700,8800,0,55.16221766,9,2014,54,0,2,244.6673243,98168,51,0.288674103,70,0.349937749
106,9828200762,1.40391E+18,650000,2,1,1050,2542,1,0,0,3,7,880,170,1904,0,98122,47.6172,-122.298,1620,1809,0,53.84804928,4,2014,110,0,50,244.6473,19,19,0.394379073,7,0.900324523
107,7524400250,1.41679E+18,589950,3,2,2080,12094,2,0,0,4,8,2080,0,1982,0,98052,47.7035,-122.164,2230,12204,0,58.74332649,9,2014,32,0,53,244.5133141,20,20,0.388038236,3,0.955997482
108,3528000290,1.40227E+18,743700,4,2.5,2610,33206,2,0,0,3,10,2610,0,1988,0,98053,47.6662,-122.057,2870,28295,0,53.2238193,16,2014,26,0,56,244.4063043,16,16,0.416387885,24,0.697676326
109,5700003630,1.40409E+18,1925000,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,0,98144,47.5789,-122.286,4470,9194,0,53.9137577,25,2014,100,0,51,244.6353035,33,33,0.331245201,25,0.687289279
110,2720069019,1.41497E+18,316000,3,1.75,1120,98445,1.5,0,2,4,7,1120,0,1917,0,98022,47.1853,-122.017,1620,34200,0,58.05338809,9,2014,97,0,13,244.3666875,98022,51,0.288674103,98022,0
111,7227501170,1.40374E+18,235867,4,2,1330,5926,1,0,0,4,5,1330,0,1942,0,98056,47.496,-122.19,1150,5485,0,53.78234086,16,2014,72,0,25,244.5393317,98056,51,0.288674103,46,0.501576069
112,2397101270,1.42223E+18,716000,3,2,1420,3600,1.5,0,0,4,7,1420,0,1904,0,98119,47.6367,-122.364,1250,3600,0,60.81314168,9,2015,111,0,64,244.7133005,11,11,0.468726936,19,0.752014254
113,6792100090,1.41065E+18,683000,4,2.5,2620,10489,2,0,0,3,9,2620,0,1990,0,98052,47.6732,-122.143,2430,7701,0,56.41067762,16,2014,24,0,53,244.4923057,20,20,0.388038236,3,0.955997482
114,2770602265,1.42474E+18,345000,3,2,1430,4200,1,0,0,4,7,830,600,1908,0,98199,47.6462,-122.384,1540,5000,0,61.76591376,9,2015,107,0,58,244.7333013,12,12,0.456014578,28,0.65704682
115,3971700937,1.4091E+18,270000,3,1.75,1260,7500,1,0,0,3,6,840,420,1947,0,98155,47.772,-122.323,1340,7500,0,55.81930185,9,2014,67,0,24,244.6723469,50,50,0.290486182,38,0.565525439
116,422049203,1.41411E+18,239000,3,1.5,1330,6540,1,0,0,3,7,900,430,1971,0,98188,47.4239,-122.292,1400,11500,0,57.724846,9,2014,43,0,6,244.641379,98188,51,0.288674103,63,0.388679571
117,3076500830,1.41454E+18,385195,1,1,710,6000,1.5,0,0,3,6,710,0,2015,0,98144,47.5756,-122.316,1440,4800,0,57.88911704,1,2014,-1,0,51,244.6653041,33,33,0.331245201,25,0.687289279
118,1423400260,1.42793E+18,273000,3,1.75,2050,9045,2,0,0,4,6,2050,0,1959,0,98058,47.4572,-122.18,1200,9045,0,62.98151951,9,2015,56,0,18,244.5293545,98058,51,0.288674103,48,0.486752256
119,9161100795,1.43087E+18,476900,3,1,1240,5758,1.5,0,0,4,6,960,280,1910,0,98116,47.5675,-122.396,1460,5750,0,64.09856263,9,2015,105,0,48,244.7453057,24,24,0.366313773,23,0.708220353
120,3126049052,1.42664E+18,551000,4,1.75,2040,6348,1,0,0,3,7,1020,1020,1962,0,98103,47.6964,-122.336,1770,5047,0,62.48870637,16,2015,53,0,43,244.6853118,22,22,0.376525534,10,0.860707976
