,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,second_sale,months_since_2010,bdrms_squared,sale_year,years_since_reno,recent_reno,zips_by_price,distance_from_space_needle,zips_by_price_ext,zips_by_price_ext_tidy,zips_by_price_ext_tidy_power,zips_by_liv_qual,mod_zips_by_liv_qual
13,6064800090,1430956800000000000,365000.0,3,2.25,1960,1985,2.0,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.289,1760,1985,0,64.13141683778234,9,2015,12,0,23,244.6383126267225,98118,51,0.2886741025695164,44,0.5168513344916993
14,2626119028,1427068800000000000,160000.0,3,1.0,1140,3240,1.5,0,0,4,6,1140,0,1910,0,98014,47.7093,-121.364,1140,4700,0,62.652977412731005,9,2015,105,0,30,243.71331617769678,39,39,0.3142125911837437,64,0.38289288597511206
15,3303980660,1401753600000000000,1070000.0,4,3.75,4130,12320,2.0,0,0,3,11,4130,0,2001,0,98059,47.5194,-122.151,3690,11227,0,53.02669404517454,16,2014,13,0,35,244.5003209022434,46,46,0.2982418091872924,43,0.5246625421065929
16,862000020,1423180800000000000,800000.0,6,1.0,1430,20620,2.0,0,0,3,7,1430,0,1954,0,98004,47.6255,-122.209,2450,10080,0,61.17453798767967,36,2015,61,0,69,244.55830005111255,2,2,0.8032939967570338,1,0.9851119396030626
17,2386000070,1414540800000000000,795127.0,4,3.25,4360,91158,1.0,0,0,3,10,3360,1000,1993,0,98053,47.6398,-121.985,3540,90940,0,57.889117043121146,16,2014,21,0,56,244.33430076225483,16,16,0.4163878854402745,24,0.697676326071031
18,1138000450,1413417600000000000,355000.0,4,1.0,1440,7215,1.5,0,0,3,7,1440,0,1969,0,98034,47.7133,-122.212,1150,7215,0,57.46201232032854,16,2014,45,0,37,244.56131760670985,47,47,0.29622184111460487,27,0.6669768108584744
19,1775800420,1422835200000000000,474000.0,4,2.25,1960,14834,1.0,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000,0,61.04312114989733,16,2015,39,0,40,244.44433089540038,27,27,0.3529303855193641,37,0.5740722611964361
20,2291401425,1410307200000000000,485000.0,5,2.0,1910,5508,1.0,0,0,3,7,1020,890,1968,0,98133,47.7074,-122.349,1030,7440,0,56.27926078028747,25,2014,46,0,22,244.69831543045,98133,51,0.2886741025695164,42,0.5325918010068972
21,2025770560,1414972800000000000,930000.0,4,4.25,5710,24663,2.0,0,0,3,11,5710,0,2007,0,98092,47.3065,-122.158,4060,23847,0,58.053388090349074,16,2014,7,0,17,244.50750162170894,98092,51,0.2886741025695164,57,0.42528319108227414
22,3525069037,1416441600000000000,920000.0,3,2.75,2590,223027,2.0,0,0,3,9,2590,0,1983,0,98074,47.6145,-122.001,3410,212137,0,58.61190965092403,9,2014,31,0,57,244.35030007366473,10,10,0.48305880203977264,13,0.8228346580560184
23,9324800450,1412812800000000000,560000.0,3,1.5,2790,6900,1.0,0,2,3,8,1700,1090,1955,0,98125,47.7328,-122.288,2410,8100,0,57.23203285420944,9,2014,59,0,32,244.6373257754834,44,44,0.3024607009038835,33,0.6095709072963093
24,8080400136,1403222400000000000,654000.0,3,3.25,1530,1565,2.0,0,0,3,8,1280,250,2005,0,98122,47.6179,-122.312,1530,1381,0,53.58521560574949,9,2014,9,0,50,244.661300013815,19,19,0.3943790732325413,7,0.9003245225862656
25,8651540040,1405641600000000000,549000.0,3,2.25,1920,10961,2.0,0,0,3,8,1920,0,1981,0,98074,47.6432,-122.057,2000,10706,0,54.50513347022587,9,2014,33,0,57,244.40630105416676,10,10,0.48305880203977264,13,0.8228346580560184
26,9407001790,1409011200000000000,290000.0,3,1.0,1010,10800,1.0,0,0,4,7,1010,0,1972,0,98045,47.4483,-121.773,1370,9500,0,55.7864476386037,9,2014,42,0,29,244.12236073356738,98045,51,0.2886741025695164,55,0.43823499246494924
27,1773101530,1418860800000000000,275000.0,1,1.0,520,4800,1.0,0,0,3,5,520,0,1930,0,98106,47.5533,-122.363,800,4960,0,59.53182751540041,1,2014,84,0,16,244.71230922683478,98106,51,0.2886741025695164,45,0.5091564206075492
28,9432900250,1425859200000000000,329990.0,4,2.75,2420,8438,2.0,0,0,3,8,2420,0,1997,0,98022,47.2089,-122.011,2270,8770,0,62.19301848049281,16,2015,18,0,13,244.360646648862,98022,51,0.2886741025695164,98022,0.0
29,1794500695,1425427200000000000,750000.0,2,1.5,1110,3600,1.0,0,0,5,7,1110,0,1904,0,98119,47.6382,-122.359,1670,5400,0,62.02874743326489,4,2015,111,0,64,244.7083006401295,11,11,0.46872693595488435,19,0.7520142543193826
30,2220069003,1424649600000000000,425000.0,3,2.75,1360,542322,1.0,0,2,4,7,1140,220,1955,0,98022,47.2069,-122.024,1700,60548,0,61.73305954825462,9,2015,60,0,13,244.37365000721744,98022,51,0.2886741025695164,98022,0.0
31,923000120,1428451200000000000,515000.0,3,1.5,2200,7620,1.0,0,0,4,7,1130,1070,1942,0,98177,47.7263,-122.363,2170,7672,0,63.17864476386037,9,2015,73,0,54,244.7123228710193,26,26,0.35716461179339026,32,0.6187833918061408
32,5728000060,1406851200000000000,605000.0,3,1.75,1850,8823,1.0,0,0,4,8,1370,480,1973,0,98008,47.6379,-122.112,1880,7580,0,54.965092402464066,9,2014,41,0,52,244.46130061923913,21,21,0.3821014650539457,22,0.7189237334319262
33,16000200,1414108800000000000,250000.0,3,2.25,1640,4420,2.0,0,0,4,7,1640,0,1918,1983,98002,47.31100000000001,-122.21,1230,6632,0,57.724845995893226,9,2014,31,0,1,244.55949584250456,98002,51,0.2886741025695164,68,0.3605949401730783
34,1926059094,1407801600000000000,330000.0,3,1.75,1340,10276,1.0,0,0,4,7,1340,0,1961,0,98034,47.7207,-122.222,2950,7987,0,55.3264887063655,9,2014,53,0,37,244.57132052579266,47,47,0.29622184111460487,27,0.6669768108584744
35,6672900220,1421020800000000000,984000.0,4,2.25,2390,12292,1.0,0,0,5,9,2390,0,1962,0,98040,47.5528,-122.221,2870,12337,0,60.35318275154004,16,2015,53,0,68,244.57030937008687,3,3,0.7066912002731746,14,0.8105842459701871
36,3629860060,1426118400000000000,827500.0,5,4.25,3920,5823,2.0,0,0,3,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297,0,62.29158110882957,25,2015,15,0,49,244.35731040216496,29,29,0.34505015963390007,8,0.8869204367171575
37,1822069109,1410307200000000000,485000.0,3,2.5,2540,51836,1.0,0,0,4,8,1820,720,1976,0,98042,47.389,-122.088,1650,51836,0,56.27926078028747,9,2014,38,0,14,244.43740962369077,98042,51,0.2886741025695164,62,0.39455371037160114
38,6675500105,1406592000000000000,306000.0,3,2.0,1160,7217,1.0,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104,0,54.86652977412731,9,2014,45,0,37,244.57632358110627,47,47,0.29622184111460487,27,0.6669768108584744
39,249000180,1417392000000000000,1890000.0,4,4.25,4285,9345,2.0,0,0,3,10,4285,0,2013,0,98004,47.6332,-122.199,1570,8994,0,58.97330595482546,16,2014,1,0,69,244.54830032977125,2,2,0.8032939967570338,1,0.9851119396030626
40,226059065,1409702400000000000,514000.0,3,2.25,2260,54014,1.0,0,0,3,7,1450,810,1962,0,98072,47.7657,-122.131,2140,44431,0,56.049281314168375,9,2014,52,0,40,244.48034311807157,27,27,0.3529303855193641,37,0.5740722611964361
41,396100110,1400198400000000000,282613.0,2,1.0,830,6017,1.0,0,0,4,6,830,0,1954,0,98133,47.7466,-122.334,1340,6040,0,52.435318275154,4,2014,60,0,22,244.68333249344957,98133,51,0.2886741025695164,42,0.5325918010068972
42,9264450460,1401753600000000000,309000.0,5,2.75,2481,4045,2.0,0,0,3,8,2481,0,2014,0,98001,47.2602,-122.284,2363,4175,0,53.02669404517454,25,2014,0,0,5,244.63356532777755,98001,51,0.2886741025695164,66,0.3715766910220457
43,7853361210,1424217600000000000,400000.0,3,2.0,1650,5027,1.5,0,0,3,7,1650,0,2009,0,98065,47.515,-121.874,2430,6000,0,61.568788501026695,9,2015,6,0,38,244.22332278703442,30,30,0.34137340461600874,36,0.5827482523739896
44,9474700020,1399075200000000000,310000.0,3,1.0,1010,9945,1.0,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,0,52.0082135523614,9,2014,41,0,38,244.11231589762122,30,30,0.34137340461600874,36,0.5827482523739896
45,421000455,1430524800000000000,253200.0,3,1.0,1360,5840,1.0,0,0,4,5,1360,0,1953,0,98056,47.4945,-122.166,1250,6708,0,63.96714579055441,9,2015,62,0,25,244.515332464224,98056,51,0.2886741025695164,46,0.5015760690660556
46,3755200220,1405641600000000000,334009.0,4,2.0,1650,9305,1.0,0,0,4,6,1650,0,1960,0,98034,47.7183,-122.213,1860,7486,0,54.50513347022587,16,2014,54,0,37,244.5623195550165,47,47,0.29622184111460487,27,0.6669768108584744
47,7960100075,1427241600000000000,500000.0,3,2.0,1540,3600,1.0,0,0,3,7,890,650,1994,0,98122,47.6103,-122.296,1540,3600,0,62.718685831622174,9,2015,21,0,50,244.6453002126344,19,19,0.3943790732325413,7,0.9003245225862656
48,9477100490,1429833600000000000,441500.0,3,1.75,1510,7700,1.0,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416,0,63.70431211498973,9,2015,47,0,37,244.54332376028995,47,47,0.29622184111460487,27,0.6669768108584744
49,9138100350,1424217600000000000,685000.0,4,2.0,2290,6000,1.5,0,3,5,7,2290,0,1900,0,98115,47.6807,-122.318,2000,3150,0,61.568788501026695,16,2015,115,0,47,244.66730740605703,18,18,0.40117502503393276,16,0.7866278610665535
50,1624049275,1407801600000000000,327000.0,4,2.5,1630,5361,2.0,0,0,3,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046,0,55.3264887063655,16,2014,15,0,51,244.6433051299381,33,33,0.3312452009703246,25,0.6872892787909722
51,2770606890,1407369600000000000,450000.0,4,1.75,1520,5250,1.0,0,0,3,6,1520,0,1949,0,98199,47.6581,-122.39,1530,5250,0,55.162217659137575,16,2014,65,0,58,244.73930288829789,12,12,0.45601457770245246,28,0.6570468198150567
52,1157200189,1400025600000000000,356000.0,3,3.5,2100,12384,2.0,0,0,3,9,2100,0,1980,0,98188,47.4687,-122.263,2400,7776,0,52.369609856262834,9,2014,34,0,6,244.61234710155168,98188,51,0.2886741025695164,63,0.38867957090175304
53,2770601800,1414108800000000000,525000.0,3,1.75,1560,6000,1.0,0,0,3,6,780,780,1944,0,98199,47.6501,-122.384,1560,1734,0,57.724845995893226,9,2014,70,0,58,244.73330179003017,12,12,0.45601457770245246,28,0.6570468198150567
54,9301300805,1418601600000000000,675000.0,3,2.5,1300,1590,2.0,0,0,3,8,1100,200,2014,0,98109,47.6384,-122.343,1070,1223,0,59.43326488706366,9,2014,0,0,65,244.6923006547202,23,23,0.3712735441710257,5,0.9277434863285529
55,2325069032,1406764800000000000,875000.0,5,4.25,4720,18741,2.0,0,0,3,11,3210,1510,2005,0,98053,47.6347,-122.013,3880,37328,0,54.93223819301848,25,2014,9,0,56,244.36230041258412,16,16,0.4163878854402745,24,0.697676326071031
56,1021079099,1415232000000000000,345000.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,0,58.15195071868583,9,2014,27,0,26,244.2454776679601,98010,51,0.2886741025695164,51,0.4653339309743134
57,7215730040,1400112000000000000,695000.0,4,3.0,3150,9130,2.0,0,0,3,9,3150,0,2001,0,98075,47.5974,-122.017,2970,6228,0,52.40246406570842,16,2014,13,0,59,244.36630109182403,5,5,0.6013474568338891,21,0.7297888742690568
58,1853200080,1403136000000000000,350000.0,2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,0,53.5523613963039,4,2014,93,0,37,244.5793170782231,47,47,0.29622184111460487,27,0.6669768108584744
59,3224600340,1413158400000000000,695000.0,4,2.5,2790,6540,2.0,0,0,3,9,2790,0,1999,0,98074,47.6087,-122.016,2790,6270,0,57.36344969199179,16,2014,15,0,57,244.36530028490134,10,10,0.48305880203977264,13,0.8228346580560184
60,3222049120,1421971200000000000,400000.0,4,3.0,2320,13068,2.0,0,2,3,8,2320,0,1998,0,98198,47.3497,-122.317,2220,25265,0,60.714579055441476,16,2015,17,0,11,244.666449862522,98198,51,0.2886741025695164,70,0.3499377491111553
61,2113700025,1428537600000000000,330000.0,2,1.0,1129,3840,1.0,0,0,3,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880,0,63.21149897330596,4,2015,62,0,16,244.70031625792805,98106,51,0.2886741025695164,45,0.5091564206075492
62,7893207925,1413936000000000000,265000.0,3,1.5,1290,7100,1.0,0,0,3,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183,0,57.659137577002056,9,2014,60,0,11,244.68137995060025,98198,51,0.2886741025695164,70,0.3499377491111553
63,3586501085,1407456000000000000,630000.0,4,2.5,2290,26720,2.0,0,0,3,8,2290,0,1977,0,98177,47.7502,-122.374,2290,26720,0,55.19507186858316,16,2014,37,0,54,244.72333436961011,26,26,0.35716461179339026,32,0.6187833918061408
64,8024200010,1414454400000000000,312000.0,2,1.0,1460,6000,1.0,0,0,2,7,1260,200,1925,0,98115,47.7009,-122.317,1580,6380,0,57.856262833675565,4,2014,89,0,47,244.66631321015564,18,18,0.40117502503393276,16,0.7866278610665535
65,7116500705,1422489600000000000,156000.0,2,1.0,920,5889,1.0,0,0,4,6,920,0,1950,0,98002,47.3012,-122.218,1210,6180,0,60.91170431211499,4,2015,65,0,1,244.567508434338,98002,51,0.2886741025695164,68,0.3605949401730783
66,1598600209,1413763200000000000,300000.0,6,2.5,3080,8163,1.0,0,0,3,7,1580,1500,1985,0,98030,47.3859,-122.221,1850,8658,0,57.59342915811088,36,2014,29,0,9,244.57041251805174,98030,51,0.2886741025695164,70,0.3499377491111553
67,7204200025,1414454400000000000,1225000.0,4,2.5,3120,49456,2.0,1,4,4,9,2590,530,1974,1989,98198,47.3535,-122.323,2030,32181,0,57.856262833675565,16,2014,25,0,11,244.67244568256967,98198,51,0.2886741025695164,70,0.3499377491111553
68,4206901505,1427328000000000000,465000.0,2,1.0,1120,4000,1.0,0,0,3,7,1120,0,1926,0,98105,47.6567,-122.327,1620,4000,0,62.75154004106776,4,2015,89,0,63,244.67630267790543,9,9,0.49941245254354005,20,0.7408182206817179
69,2937300440,1410134400000000000,923990.0,4,2.5,3600,6055,2.0,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050,0,56.2135523613963,16,2014,0,0,53,244.4753147070886,20,20,0.3880382357591938,3,0.9559974818331
70,7205000180,1429228800000000000,320000.0,4,2.25,2000,10374,2.0,0,1,4,7,2000,0,1967,0,98023,47.3342,-122.34,2170,10374,0,63.474332648870636,16,2015,48,0,7,244.68946749335166,98023,51,0.2886741025695164,67,0.3660446348040154
71,8718500665,1406160000000000000,375000.0,3,1.0,1610,11250,1.0,0,0,3,7,1090,520,1975,0,98028,47.7391,-122.256,2040,10692,0,54.70225872689939,9,2014,39,0,31,244.60532875235978,36,36,0.322261489258611,34,0.6004955788122659
72,5318101765,1401667200000000000,985000.0,3,1.75,1670,5400,2.0,0,0,5,8,1670,0,1912,0,98112,47.635,-122.284,2100,5400,0,52.993839835728956,9,2014,102,0,67,244.63330042972484,4,4,0.6452812452258895,17,0.774916497961081
73,4122700020,1404950400000000000,850000.0,5,2.0,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,47.6395,-122.203,2810,13906,0,54.24229979466119,25,2014,48,0,69,244.55230073808343,2,2,0.8032939967570338,1,0.9851119396030626
74,8078700020,1401753600000000000,474900.0,3,2.25,1800,43647,1.0,0,0,4,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608,0,53.02669404517454,9,2014,38,0,40,244.4813492615132,27,27,0.3529303855193641,37,0.5740722611964361
75,3303980680,1425081600000000000,997000.0,4,3.5,3430,13609,2.0,0,0,3,11,3430,0,2001,0,98059,47.5196,-122.151,3880,11614,0,61.89733059548254,16,2015,14,0,35,244.5003208196259,46,46,0.2982418091872924,43,0.5246625421065929
76,8924100372,1429747200000000000,1302000.0,4,3.5,3590,5334,2.0,0,2,3,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250,0,63.671457905544145,16,2015,9,0,47,244.61630636433458,18,18,0.40117502503393276,16,0.7866278610665535
77,2781270210,1424736000000000000,209900.0,2,2.0,1180,3003,2.0,0,0,3,6,1180,0,2005,0,98038,47.3491,-122.02,1310,3003,0,61.765913757700204,4,2015,10,0,21,244.36945071029234,98038,51,0.2886741025695164,50,0.4723665527410147
78,519000043,1405296000000000000,602000.0,3,2.5,1640,3804,2.0,0,0,3,8,1640,0,1998,0,98122,47.6103,-122.3,1440,3230,0,54.37371663244353,9,2014,16,0,50,244.6493002126309,19,19,0.3943790732325413,7,0.9003245225862656
79,3225069301,1402531200000000000,1228000.0,4,2.5,5730,44947,2.0,0,4,3,11,4280,1450,1991,0,98074,47.6052,-122.064,3310,17628,0,53.322381930184804,16,2014,23,0,57,244.41330047888147,10,10,0.48305880203977264,13,0.8228346580560184
80,151000075,1423180800000000000,856000.0,3,2.5,2160,3920,2.0,0,0,3,9,2160,0,2014,0,98116,47.5762,-122.415,1500,4920,0,61.17453798767967,9,2015,1,0,48,244.76430400893835,24,24,0.366313772702074,23,0.7082203534678
81,2297400020,1409616000000000000,392000.0,3,2.25,1790,7125,1.0,0,0,3,7,1220,570,1974,0,98034,47.7184,-122.226,2040,7950,0,56.016427104722794,9,2014,40,0,37,244.5753195939852,47,47,0.29622184111460487,27,0.6669768108584744
82,6617500085,1429660800000000000,500000.0,4,2.5,2900,5760,1.0,0,0,4,8,1660,1240,1959,0,98118,47.55,-122.272,2250,6098,0,63.63860369609856,16,2015,56,0,23,244.62131015907016,98118,51,0.2886741025695164,44,0.5168513344916993
83,104510180,1423612800000000000,230000.0,3,2.25,1500,7210,1.0,0,0,3,7,1150,350,1984,0,98023,47.3124,-122.352,1500,7210,0,61.3388090349076,9,2015,31,0,7,244.70149396213338,98023,51,0.2886741025695164,67,0.3660446348040154
84,3528900060,1403740800000000000,1145000.0,3,2.5,2490,4000,2.0,0,0,5,8,1670,820,1918,0,98109,47.6403,-122.35,2310,4000,0,53.782340862423,9,2014,96,0,65,244.69930080106482,23,23,0.3712735441710257,5,0.9277434863285529
85,3345100286,1424304000000000000,560000.0,4,2.5,3270,24750,1.0,0,0,4,8,1690,1580,1979,0,98056,47.5221,-122.178,1520,13480,0,61.60164271047228,16,2015,36,0,25,244.52731979852476,98056,51,0.2886741025695164,46,0.5015760690660556
86,1226039130,1412812800000000000,355000.0,3,2.25,1980,7200,1.0,0,0,3,8,1300,680,1964,0,98177,47.7625,-122.36,1820,8250,0,57.23203285420944,9,2014,50,0,54,244.70934119990187,26,26,0.35716461179339026,32,0.6187833918061408
87,8712100720,1408060800000000000,785000.0,3,2.0,2090,5015,1.5,0,0,5,7,2090,0,1920,0,98112,47.6378,-122.301,1930,4250,0,55.42505133470226,9,2014,94,0,67,244.650300611669,4,4,0.6452812452258895,17,0.774916497961081
88,3037200010,1425513600000000000,447500.0,2,2.25,1180,2090,2.0,0,0,3,7,1180,0,2004,0,98122,47.6032,-122.31,1550,2812,0,62.06160164271047,4,2015,11,0,50,244.65930061164647,19,19,0.3943790732325413,7,0.9003245225862656
89,3626039268,1400198400000000000,540000.0,1,1.0,1140,6700,1.5,0,0,3,7,1140,0,1920,0,98103,47.6958,-122.357,1350,6700,0,52.435318275154,1,2014,94,0,43,244.70631158550037,22,22,0.3765255337708773,10,0.8607079764250578
90,104510230,1416355200000000000,252000.0,3,2.0,1540,7210,2.0,0,0,4,7,1540,0,1984,0,98023,47.3128,-122.351,1500,7210,0,58.57905544147844,9,2014,30,0,7,244.70049345961687,98023,51,0.2886741025695164,67,0.3660446348040154
91,5112800060,1402012800000000000,455000.0,4,1.75,2050,94525,1.0,0,0,4,7,1250,800,1959,0,98058,47.4492,-122.084,2270,47480,0,53.125256673511295,16,2014,55,0,18,244.43336002391328,98058,51,0.2886741025695164,48,0.4867522559599717
92,6072400280,1403136000000000000,619850.0,4,2.5,2270,9247,1.0,0,0,5,8,1500,770,1972,0,98006,47.5602,-122.176,2270,9163,0,53.5523613963039,16,2014,42,0,62,244.52530743499742,6,6,0.5676807987404638,11,0.8478937040879159
93,5317100570,1418601600000000000,1250000.0,3,2.5,2070,4944,2.0,0,0,3,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179,0,59.43326488706366,9,2014,84,0,67,244.6333000531612,4,4,0.6452812452258895,17,0.774916497961081
94,9528102993,1419811200000000000,495000.0,3,1.5,1580,1228,3.0,0,0,3,8,1580,0,2014,0,98115,47.6765,-122.32,1580,3605,0,59.893223819301845,9,2014,0,0,47,244.66930640865027,18,18,0.40117502503393276,16,0.7866278610665535
95,2919201095,1427414400000000000,540000.0,3,1.0,1270,3840,1.5,0,0,3,7,1270,0,1926,0,98103,47.6896,-122.357,1270,4175,0,62.784394250513344,9,2015,89,0,43,244.70630975620548,22,22,0.3765255337708773,10,0.8607079764250578
96,6181400920,1430352000000000000,286651.0,3,2.5,1830,4997,2.0,0,0,3,7,1830,0,2004,0,98001,47.3035,-122.283,2488,4998,0,63.90143737166324,9,2015,11,0,5,244.63250538775503,98001,51,0.2886741025695164,66,0.3715766910220457
97,185000161,1413331200000000000,261000.0,3,1.0,1780,7800,1.0,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800,0,57.42915811088296,9,2014,57,0,15,244.6123331244359,98178,51,0.2886741025695164,61,0.40051662609081884
98,8691400010,1427414400000000000,830000.0,4,3.25,3330,7809,2.0,0,0,3,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465,0,62.784394250513344,16,2015,11,0,59,244.3253010638276,5,5,0.6013474568338891,21,0.7297888742690568
99,3345700165,1417478400000000000,450000.0,3,2.25,2530,27227,2.0,0,0,3,8,2530,0,1987,0,98056,47.527,-122.193,2160,30192,0,59.006160164271044,9,2014,27,0,25,244.54231787471878,98056,51,0.2886741025695164,46,0.5015760690660556
100,6151800486,1405641600000000000,260000.0,2,1.0,1270,19602,1.0,0,0,3,6,1270,0,1977,0,98010,47.3375,-122.048,1270,17699,0,54.50513347022587,4,2014,37,0,26,244.39746384995487,98010,51,0.2886741025695164,51,0.4653339309743134
101,4340000080,1427414400000000000,1450000.0,4,3.5,2820,7809,2.0,0,0,3,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904,0,62.784394250513344,16,2015,20,0,69,244.5443000046004,2,2,0.8032939967570338,1,0.9851119396030626
102,4136960010,1427414400000000000,480000.0,5,3.5,3480,12821,2.0,0,2,3,10,2890,590,2004,0,98092,47.2641,-122.215,3400,9870,0,62.784394250513344,25,2015,11,0,17,244.56455968813225,98092,51,0.2886741025695164,57,0.42528319108227414
103,3634100030,1420761600000000000,270000.0,4,2.0,1830,5220,1.5,0,0,3,7,1830,0,1951,0,98118,47.5331,-122.278,1760,5757,0,60.25462012320329,16,2015,64,0,23,244.6273156130566,98118,51,0.2886741025695164,44,0.5168513344916993
104,1624059224,1403049600000000000,1160000.0,4,3.5,4680,9700,2.0,0,0,3,10,3360,1320,2005,0,98006,47.5703,-122.165,2800,12343,0,53.51950718685831,16,2014,9,0,62,244.51430515315457,6,6,0.5676807987404638,11,0.8478937040879159
105,2788400090,1407369600000000000,250000.0,3,1.0,1700,7700,1.0,0,0,3,7,1120,580,1960,0,98168,47.5114,-122.318,1700,8800,0,55.162217659137575,9,2014,54,0,2,244.66732432447944,98168,51,0.2886741025695164,70,0.3499377491111553
106,9828200762,1403913600000000000,650000.0,2,1.0,1050,2542,1.0,0,0,3,7,880,170,1904,0,98122,47.6172,-122.298,1620,1809,0,53.84804928131417,4,2014,110,0,50,244.64730002225653,19,19,0.3943790732325413,7,0.9003245225862656
